talk_desc,event,talk_name,views,duration,tags,recorded_at,published on
"Textile artist Magda Sayeg transforms urban landscapes into her own playground by decorating everyday objects with colorful knit and crochet works. These warm, fuzzy ""yarn bombs"" started small, with stop sign poles and fire hydrants in Sayeg's hometown, but soon people found a connection to the craft and spread it across the world. ""We all live in this fast-paced, digital world, but we still crave and desire something that's relatable,"" Sayeg says. ""Hidden power can be found in the most unassuming places, and we all possess skills that are just waiting to be discovered.""",TEDYouth 2015,How yarn bombing grew into a worldwide movement,1467784,330,"['TEDYouth', 'beauty', 'entertainment', 'materials', 'street art', 'creativity', 'community', 'public spaces']",2015-11-14T00:00:00.000+00:00,1456848292
"Somersaulting manta rays, dashing dolphins, swarming schools of fish and munching sharks inhabit a world beneath the ocean's surface that few get a chance to see. Conservation photographer Thomas Peschak visits incredible seascapes around the world, and his photos reveal these hidden ecosystems. ""You can't love something and become a champion for it if you don't know it exists,"" he says. Join Peschak in a new, immersive TED Talk format as he shares his stunning work and his dream for a future of respectful coexistence with the ocean.",Mission Blue II,Dive into an ocean photographer's world,1154340,610,"['adventure', 'biodiversity', 'beauty', 'animals', 'curiosity', 'conservation', 'environment', 'fish', 'exploration', 'global issues', 'future', 'nature', 'mission blue', 'photography', 'sustainability', 'water', 'oceans', 'science and art', 'ecology', 'marine biology']",2015-10-10T00:00:00.000+00:00,1456761270
"In Zimbabwe in the 1980s, Mary Bassett witnessed the AIDS epidemic firsthand, and she helped set up a clinic to treat and educate local people about the deadly virus. But looking back, she regrets not sounding the alarm for the real problem: the structural inequities embedded in the world's political and economic organizations, inequities that make marginalized people more vulnerable. These same structural problems exist in the United States today, and as New York City's Health Commissioner, Bassett is using every chance she has to rally support for health equity and speak out against racism. ""We don't have to have all the answers to call for change,"" she says. ""We just need courage.""",TEDMED 2015,Why your doctor should care about social justice,1254635,829,"['Africa', 'big problems', 'AIDS', 'disease', 'government', 'global issues', 'health', 'health care', 'inequality', 'illness', 'medical research', 'medicine', 'race', 'public health', 'social change', 'TEDMED', 'virus', 'United States']",2015-11-18T00:00:00.000+00:00,1456416162
"Can global capital markets become catalysts for social change? According to investment expert Audrey Choi, individuals own almost half of all global capital, giving them (us!) the power to make a difference by investing in companies that champion social values and sustainability. ""We have more opportunity today than ever before to make choices,"" she says. ""So change your perspective. Invest in the change you want to see in the world.""",TED@State Street Boston,How to make a profit while making a difference,1925083,754,"['business', 'social change', 'finance', 'sustainability']",2015-11-03T00:00:00.000+00:00,1456330901
"Narcissism isn't just a personality type that shows up in advice columns; it's actually a set of traits classified and studied by psychologists. But what causes it? And can narcissists improve on their negative traits? W. Keith Campbell describes the psychology behind the elevated and sometimes detrimental self-involvement of narcissists. [Directed by TOGETHER, narrated by Addison Anderson].",TED-Ed,The psychology of narcissism,8089618,294,"['TED-Ed', 'psychology', 'personality', 'mind', 'animation', 'brain']",2016-02-23T00:00:00.000+00:00,1504812771
"When you look at Muslim scholar Dalia Mogahed, what do you see: A woman of faith? A scholar, a mom, a sister? Or an oppressed, brainwashed, potential terrorist? In this personal, powerful talk, Mogahed asks us, in this polarizing time, to fight negative perceptions of her faith in the media -- and to choose empathy over prejudice.",TED2016,What it's like to be Muslim in America,7537474,976,"['faith', 'culture', 'Islam', 'United States']",2016-02-15T00:00:00.000+00:00,1456243722
"Why is Al Gore optimistic about climate change? In this spirited talk, Gore asks three powerful questions about the man-made forces threatening to destroy our planet -- and the solutions we're designing to combat them. (Featuring Q&A with TED curator Chris Anderson)",TED2016,The case for optimism on climate change,2202666,1520,"['climate change', 'weather', 'science', 'alternative energy', 'energy', 'electricity']",2016-02-17T00:00:00.000+00:00,1456157793
"When you hear the word ""drone,"" you probably think of something either very useful or very scary. But could they have aesthetic value? Autonomous systems expert Raffaello D'Andrea develops flying machines, and his latest projects are pushing the boundaries of autonomous flight -- from a flying wing that can hover and recover from disturbance to an eight-propeller craft that's ambivalent to orientation ... to a swarm of tiny coordinated micro-quadcopters. Prepare to be dazzled by a dreamy, swirling array of flying machines as they dance like fireflies above the TED stage.",TED2016,Meet the dazzling flying machines of the future,9530276,695,"['beauty', 'creativity', 'demo', 'drones', 'design', 'future', 'invention', 'technology', 'flight']",2016-02-15T00:00:00.000+00:00,1455897802
"More than a billion years ago, two black holes in a distant galaxy locked into a spiral, falling inexorably toward each other, and collided. ""All that energy was pumped into the fabric of time and space itself,"" says theoretical physicist Allan Adams, ""making the universe explode in roiling waves of gravity."" About 25 years ago, a group of scientists built a giant laser detector called LIGO to search for these kinds of waves, which had been predicted but never observed. In this mind-bending talk, Adams breaks down what happened when, in September 2015, LIGO detected an unthinkably small anomaly, leading to one of the most exciting discoveries in the history of physics.",TED2016,What the discovery of gravitational waves means,2768170,658,"['astronomy', 'cosmos', 'curiosity', 'exploration', 'nature', 'physics', 'science', 'technology', 'universe', 'space']",2016-02-15T00:00:00.000+00:00,1455814177
"Shonda Rhimes, the titan behind Grey's Anatomy, Scandal and How to Get Away With Murder, is responsible for some 70 hours of television per season, and she loves to work. ""When I am hard at work, when I am deep in it, there is no other feeling,"" she says. She has a name for this feeling: The hum. The hum is a drug, the hum is music, the hum is God's whisper in her ear. But what happens when it stops? Is she anything besides the hum? In this moving talk, join Rhimes on a journey through her ""year of yes"" and find out how she got her hum back.",TED2016,My year of saying yes to everything,5073280,1124,"['children', 'culture', 'creativity', 'decision-making', 'family', 'motivation', 'identity', 'parenting', 'personal growth', 'work', 'writing', 'television', 'work-life balance']",2016-02-15T00:00:00.000+00:00,1455726648
"When ultraviolet sunlight hits our skin, it affects each of us differently. Depending on skin color, it'll take only minutes of exposure to turn one person beetroot-pink, while another requires hours to experience the slightest change. What's to account for that difference, and how did our skin come to take on so many different hues to begin with? Angela Koine Flynn describes the science of skin color.",TED-Ed,The science of skin color,2537725,293,"['TED-Ed', 'science', 'biology', 'evolution', 'genetics', 'human body', 'humanity', 'race']",2016-02-16T00:00:00.000+00:00,1504811943
"When your job hinges on how well you talk to people, you learn a lot about how to have conversations -- and that most of us don't converse very well. Celeste Headlee has worked as a radio host for decades, and she knows the ingredients of a great conversation: Honesty, brevity, clarity and a healthy amount of listening. In this insightful talk, she shares 10 useful rules for having better conversations. ""Go out, talk to people, listen to people,"" she says. ""And, most importantly, be prepared to be amazed.""",TEDxCreativeCoast,10 ways to have a better conversation,23812808,704,"['communication', 'interview', 'personal growth', 'TEDx', 'language']",2015-05-01T00:00:00.000+00:00,1455639401
"Through treating everything from strokes to car accident traumas, neurosurgeon Jocelyne Bloch knows the brain's inability to repair itself all too well. But now, she suggests, she and her colleagues may have found the key to neural repair: Doublecortin-positive cells. Similar to stem cells, they are extremely adaptable and, when extracted from a brain, cultured and then re-injected in a lesioned area of the same brain, they can help repair and rebuild it. ""With a little help,"" Bloch says, ""the brain may be able to help itself.""",TEDGlobal>Geneva,The brain may be able to repair itself -- with help,3291068,694,"['brain', 'health', 'mind', 'neuroscience', 'science', 'Surgery', 'medical research', 'medicine']",2015-12-08T00:00:00.000+00:00,1455552608
"Social justice advocate and law scholar Dorothy Roberts has a precise and powerful message: Race-based medicine is bad medicine. Even today, many doctors still use race as a medical shortcut; they make important decisions about things like pain tolerance based on a patient's skin color instead of medical observation and measurement. In this searing talk, Roberts lays out the lingering traces of race-based medicine -- and invites us to be a part of ending it. ""It is more urgent than ever to finally abandon this backward legacy,"" she says, ""and to affirm our common humanity by ending the social inequalities that truly divide us.""",TEDMED 2015,The problem with race-based medicine,1379006,876,"['big problems', 'activism', 'disease', 'inequality', 'health', 'health care', 'illness', 'medicine', 'medical research', 'public health', 'race', 'social change', 'law', 'Slavery', 'sociology', 'society']",2015-11-18T00:00:00.000+00:00,1455293021
"Ah, romantic love; beautiful and intoxicating, heart-breaking and soul-crushing... often all at the same time! If romantic love has a purpose, neither science nor psychology has discovered it yet – but over the course of history, some of our most respected philosophers have put forward some intriguing theories. Skye C. Cleary outlines five of these philosophical perspectives on why we love. [Directed by Avi Ofer, narrated by Addison Anderson, music by Brooks Ball and Cem Misirlioglu].",TED-Ed,Why do we love? A philosophical inquiry,4305484,335,"['history', 'literature', 'philosophy', 'love', 'animation', 'TED-Ed', 'brain', 'relationships', 'psychology', 'science']",2016-02-11T00:00:00.000+00:00,1552669948
"We're headed towards a global food crisis: Nearly 3 billion people depend on the ocean for food, and at our current rate we already take more fish from the ocean than it can naturally replace. In this fact-packed, eye-opening talk, entrepreneur and conservationist Mike Velings proposes a solution: Aquaculture, or fish farming. ""We must start using the ocean as farmers instead of hunters,"" he says, echoing Jacques Cousteau. ""The day will come where people will demand farmed fish on their plates that's farmed well and farmed healthy -- and refuse anything less.""",Mission Blue II,The case for fish farming,1314426,918,"['biodiversity', 'big problems', 'consumerism', 'business', 'environment', 'fish', 'food', 'global issues', 'mission blue', 'innovation', 'oceans', 'sustainability', 'ecology']",2015-10-10T00:00:00.000+00:00,1455206017
"Gregory Heyworth is a textual scientist; he and his lab work on new ways to read ancient manuscripts and maps using spectral imaging technology. In this fascinating talk, watch as Heyworth shines a light on lost history, deciphering texts that haven't been read in thousands of years. How could these lost classics rewrite what we know about the past?",TEDxUM,How I'm discovering the secrets of ancient texts,851167,727,"['books', 'ancient world', 'computers', 'culture', 'creativity', 'library', 'technology', 'history', 'science', 'literature', 'TEDx', 'society', 'archaeology']",2015-10-31T00:00:00.000+00:00,1455119227
"What will the world look like when we move beyond the keyboard and mouse? Interaction designer Sean Follmer is building a future with machines that bring information to life under your fingers as you work with it. In this talk, check out prototypes for a 3D shape-shifting table, a phone that turns into a wristband, a deformable game controller and more that may change the way we live and work.",TEDxCERN,Shape-shifting tech will change work as we know it,1575661,562,"['collaboration', 'computers', 'design', 'creativity', 'engineering', 'industrial design', 'invention', 'innovation', 'potential', 'materials', 'future', 'product design', 'TEDx', 'technology']",2015-10-09T00:00:00.000+00:00,1455033800
"Economic growth is the defining challenge of our time; without it, political and social instability rises, human progress stagnates and societies grow dimmer. But, says economist Dambisa Moyo, dogmatic capitalism isn't creating the growth we need. As she shows, in both state-sponsored and market-driven models, capitalism is failing to solve social ills, fostering corruption and creating income inequality. Moyo surveys the current economic landscape and suggests that we have to start thinking about capitalism as a spectrum so we can blend the best of different models together to foster growth.",TEDGlobal>Geneva,Economic growth has stalled. Let's fix it,1632023,844,"['business', 'capitalism', 'china', 'democracy', 'economics', 'future', 'finance', 'global issues', 'government', 'money', 'society', 'policy', 'United States', 'global development', 'markets']",2015-12-08T00:00:00.000+00:00,1454947702
"How much do you know about intellectual disabilities? Special Olympics champion and ambassador Matthew Williams is proof that athletic competition and the camaraderie it fosters can transform lives, both on and off the field. Together with his fellow athletes, he invites you to join him at the next meet -- and challenges you to walk away with your heart unchanged.",TEDxVancouver,Special Olympics let me be myself -- a champion,1184104,852,"['bullying', 'community', 'disability', 'health', 'sports', 'identity', 'inequality', 'motivation', 'personal growth', 'play', 'potential', 'self', 'TEDx', 'social change']",2015-11-14T00:00:00.000+00:00,1454687635
"After the French Revolution erupted in 1789, Europe was thrown into chaos. Neighboring countries' monarchs feared they would share the fate of Louis XVI and attacked the new Republic, while at home, extremism and mistrust between factions led to bloodshed. In the midst of all this conflict, Napoleon emerged. But did he save the revolution, or destroy it? Alex Gendler puts Napoleon on trial. [Directed by Brett Underhill, narrated by Addison Anderson].",TED-Ed,History vs. Napoleon Bonaparte,3932521,306,"['history', 'war', 'TED-Ed', 'animation', 'world cultures', 'culture', 'Europe']",2016-02-04T00:00:00.000+00:00,1552669916
"When Ebola broke out in March 2014, Pardis Sabeti and her team got to work sequencing the virus's genome, learning how it mutated and spread. Sabeti immediately released her research online, so virus trackers and scientists from around the world could join in the urgent fight. In this talk, she shows how open cooperation was key to halting the virus ... and to attacking the next one to come along. ""We had to work openly, we had to share and we had to work together,"" Sabeti says. ""Let us not let the world be defined by the destruction wrought by one virus, but illuminated by billions of hearts and minds working in unity.""",TEDWomen 2015,How we'll fight the next deadly virus,1608389,577,"['Africa', 'big problems', 'future', 'disease', 'ebola', 'genetics', 'global issues', 'humanity', 'health', 'illness', 'innovation', 'medicine', 'medical research', 'pandemic', 'public health', 'science']",2015-05-27T00:00:00.000+00:00,1454602214
"Can we break bad habits by being more curious about them? Psychiatrist Judson Brewer studies the relationship between mindfulness and addiction -- from smoking to overeating to all those other things we do even though we know they're bad for us. Learn more about the mechanism of habit development and discover a simple but profound tactic that might help you beat your next urge to smoke, snack or check a text while driving.",TEDMED 2015,A simple way to break a bad habit,16643344,564,"['TEDMED', 'brain', 'choice', 'cognitive science', 'curiosity', 'health', 'decision-making', 'mental health', 'meditation', 'mindfulness', 'motivation', 'neuroscience', 'nature', 'mind', 'obesity', 'personal growth', 'science', 'addiction']",2015-11-18T00:00:00.000+00:00,1454516314
"When Andrés Ruzo was a young boy in Peru, his grandfather told him a story with an odd detail: There is a river, deep in the Amazon, which boils as if a fire burns below it. Twelve years later, after training as a geoscientist, he set out on a journey deep into the jungle of South America in search of this boiling river. At a time when everything seems mapped and measured, join Ruzo as he explores a river that forces us to question the line between known and unknown ... and reminds us that there are great wonders yet to be discovered.",TEDGlobal 2014,The boiling river of the Amazon,2224813,949,"['adventure', 'beauty', 'bioethics', 'chemistry', 'environment', 'exploration', 'South America', 'geology', 'motivation', 'nature', 'science', 'ecology', 'rivers', 'indigenous peoples']",2014-10-06T00:00:00.000+00:00,1454428545
"Your expedition finally stands at the heart of the ancient temple. But as you study the inscriptions in the darkness, two wisps of green smoke burst forth. The walls begin to shake. The giant sandglass begins flowing with less than an hour before it empties, and a rumbling tells you that you don't want to be around when that happens. Can you use math to escape the temple? Dennis E. Shasha shows how. [Directed by Artrake Studio, narrated by Addison Anderson].",TED-Ed,Can you solve the temple riddle?,8647681,243,"['animation', 'TED-Ed', 'math']",2016-02-01T00:00:00.000+00:00,1551458306
"Computer code is the next universal language, and its syntax will be limited only by the imaginations of the next generation of programmers. Linda Liukas is helping to educate problem-solving kids, encouraging them to see computers not as mechanical, boring and complicated but as colorful, expressive machines meant to be tinkered with. In this talk, she invites us to imagine a world where the Ada Lovelaces of tomorrow grow up to be optimistic and brave about technology and use it to create a new world that is wonderful, whimsical and a tiny bit weird.",TEDxCERN,A delightful way to teach kids about computers,2102896,663,"['algorithm', 'computers', 'creativity', 'education', 'Internet', 'future', 'product design', 'programming', 'code', 'software', 'technology', 'storytelling', 'web', 'design', 'parenting', 'TEDx']",2015-10-09T00:00:00.000+00:00,1454342937
"Plastic bags are essentially indestructible, yet they're used and thrown away with reckless abandon. Most end up in the ocean, where they pollute the water and harm marine life; the rest are burned in garbage piles, where they release harmful dioxins into the atmosphere. Melati and Isabel Wijsen are on a mission to stop plastic bags from suffocating their beautiful island home of Bali. Their efforts -- including petitions, beach cleanups, even a hunger strike -- paid off when they convinced their governor to commit to a plastic bag-free Bali by 2018. ""Don't ever let anyone tell you that you're too young or you won't understand,"" Isabel says to other aspiring activists. ""We're not telling you it's going to be easy. We're telling you it's going to be worth it.""",TEDGlobal>London,Our campaign to ban plastic bags in Bali,1714914,660,"['activism', 'environment', 'big problems', 'education', 'materials', 'consumerism', 'future', 'pollution', 'plastic', 'oceans', 'sustainability', 'global development', 'youth']",2015-09-29T00:00:00.000+00:00,1454083942
"Roboticist Auke Ijspeert designs biorobots, machines modeled after real animals that are capable of handling complex terrain and would appear at home in the pages of a sci-fi novel. The process of creating these robots leads to better automata that can be used for fieldwork, service, and search and rescue. But these robots don't just mimic the natural world -- they help us understand our own biology better, unlocking previously unknown secrets of the spinal cord.",TEDGlobal>Geneva,A robot that runs and swims like a salamander,2065162,850,"['animals', 'biomechanics', 'biotech', 'design', 'engineering', 'future', 'invention', 'innovation', 'biology', 'nature', 'robots', 'physics', 'technology', 'neuroscience']",2015-12-08T00:00:00.000+00:00,1453999043
"A decade ago, US law said human genes were patentable -- which meant patent holders had the right to stop anyone from sequencing, testing or even looking at a patented gene. Troubled by the way this law both harmed patients and created a barrier to biomedical innovation, Tania Simoncelli and her colleagues at the ACLU challenged it. In this riveting talk, hear the story of how they took a case everybody told them they would lose all the way to the Supreme Court.",TEDxAmoskeagMillyard,Should you be able to patent a human gene?,1151134,1085,"['activism', 'biotech', 'genetics', 'cancer', 'Debate', 'government', 'health', 'law', 'health care', 'medical research', 'nature', 'medicine', 'policy', 'public health', 'society', 'science', 'technology', 'TEDx', 'innovation', 'pharmaceuticals']",2014-11-15T00:00:00.000+00:00,1453908920
"Symmetry is everywhere in nature. And we usually associate it with beauty: a perfectly shaped leaf or a butterfly with intricate patterns mirrored on each wing. But it turns out that asymmetry is pretty important, too — and more common than you might think. Leo Q. Wan takes us into the human body to show how biological asymmetry can be quite beautiful. [Directed by Echo Bridge Pictures, narrated by Addison Anderson].",TED-Ed,Why are human bodies asymmetrical?,1106213,243,"['health', 'TED-Ed', 'nature', 'animals', 'animation', 'physiology', 'human body', 'biology', 'science']",2016-01-25T00:00:00.000+00:00,1554144105
"Just a few meters below the waves, marine biologist and explorer-photographer David Gruber discovered something amazing -- a surprising new range of sea creatures that glow in many colors in the ocean's dim blue light. Join his journey in search of biofluorescent sharks, seahorses, sea turtles and more, and learn how these light-up creatures could illuminate a new understanding of our own brains.",Mission Blue II,Glow-in-the-dark sharks and other stunning sea creatures,2465808,834,"['adventure', 'biodiversity', 'beauty', 'exploration', 'biology', 'mission blue', 'environment', 'fish', 'nature', 'photography', 'science', 'neuroscience', 'submarine', 'water', 'oceans', 'life', 'marine biology']",2015-10-10T00:00:00.000+00:00,1453825775
"Have you wondered why politicians aren't what they used to be, why governments seem unable to solve real problems? Economist Yanis Varoufakis, the former Minister of Finance for Greece, says that it's because you can be in politics today but not be in power -- because real power now belongs to those who control the economy. He believes that the mega-rich and corporations are cannibalizing the political sphere, causing financial crisis. In this talk, hear his dream for a world in which capital and labor no longer struggle against each other, ""one that is simultaneously libertarian, Marxist and Keynesian.""",TEDGlobal>Geneva,Capitalism will eat democracy -- unless we speak up,3204643,1191,"['activism', 'big problems', 'economics', 'democracy', 'business', 'finance', 'global issues', 'investment', 'government', 'politics', 'Europe', 'society', 'capitalism', 'money', 'United States']",2015-12-08T00:00:00.000+00:00,1453739537
"The Sistine Chapel is one of the most iconic buildings on earth -- but there's a lot you probably don't know about it. In this tour-de-force talk, art historian Elizabeth Lev guides us across the famous building's ceiling and Michelangelo's vital depiction of traditional stories, showing how the painter reached beyond the religious iconography of the time to chart new artistic waters. Five hundred years after the artist painted it, says Lev, the Sistine Chapel forces us to look around as if it were a mirror and ask, ""Who am I, and what role do I play in this great theater of life?""",TEDGlobal>Geneva,The unheard story of the Sistine Chapel,1802223,1053,"['Christianity', 'creativity', 'beauty', 'culture', 'history', 'God', 'museums', 'painting', 'visualizations', 'religion', 'art']",2015-12-08T00:00:00.000+00:00,1453479995
"The water hyacinth may look like a harmless, even beautiful flowering plant -- but it's actually an invasive aquatic weed that clogs waterways, stopping trade, interrupting schooling and disrupting everyday life. In this scourge, green entrepreneur Achenyo Idachaba saw opportunity. Follow her journey as she turns weeds into woven wonders.",TEDWomen 2015,How I turned a deadly plant into a thriving business,1874350,437,"['Africa', 'agriculture', 'business', 'botany', 'creativity', 'environment', 'innovation', 'green', 'materials', 'nature', 'product design', 'potential', 'sustainability', 'water', 'women in business', 'plants']",2015-05-27T00:00:00.000+00:00,1453391376
"As the world's population grows and the effects of climate change come into sharper relief, we'll have to feed more people using less arable land. Molecular biologist Jill Farrant studies a rare phenomenon that may help: ""resurrection plants"" -- super-resilient plants that seemingly come back from the dead. Could they hold promise for growing food in our coming hotter, drier world?",TEDGlobal>Geneva,How we can make crops survive without water,1616472,836,"['Africa', 'agriculture', 'bioethics', 'biology', 'biotech', 'chemistry', 'botany', 'environment', 'food', 'genetics', 'garden', 'global issues', 'microbiology', 'potential', 'nature', 'science', 'sustainability', 'water', 'weather', 'climate change', 'plants']",2015-12-08T00:00:00.000+00:00,1453220281
"Cave diver Jill Heinerth explores the hidden underground waterways coursing through our planet. Working with biologists, climatologists and archaeologists, Heinerth unravels the mysteries of the life-forms that inhabit some of the earth's most remote places and helps researchers unlock the history of climate change. In this short talk, take a dive below the waves and explore the wonders of inner space.",TEDYouth 2015,The mysterious world of underwater caves,1966772,409,"['TEDYouth', 'adventure', 'climate change', 'curiosity', 'environment', 'robots', 'exploration', 'nature', 'science', 'technology', 'water', 'plants', 'green', 'ecology', 'sustainability']",2015-11-14T00:00:00.000+00:00,1452874130
"Statistics are persuasive. So much so that people, organizations, and whole countries base some of their most important decisions on organized data. But any set of statistics might have something lurking inside it that can turn the results completely upside down. Mark Liddell investigates Simpson's paradox. [Directed by Mike Foster and Tom Sanders, narrated by Addison Anderson].",TED-Ed,How statistics can be misleading,986490,244,"['animation', 'TED-Ed', 'education', 'statistics', 'data', 'math', 'government', 'economics']",2016-01-14T00:00:00.000+00:00,1579207608
"For architect Ole Scheeren, the people who live and work inside a building are as much a part of that building as concrete, steel and glass. He asks: Can architecture be about collaboration and storytelling instead of the isolation and hierarchy of a typical skyscraper? Visit five of Scheeren's buildings -- from a twisted tower in China to a floating cinema in the ocean in Thailand -- and learn the stories behind them.",TEDGlobal>London,Why great architecture should tell a story,2674495,986,"['architecture', 'community', 'cities', 'collaboration', 'creativity', 'design', 'engineering', 'environment', 'innovation', 'industrial design', 'productivity', 'technology', 'urban planning', 'work', 'public spaces']",2015-09-29T00:00:00.000+00:00,1452788523
"Wael Ghonim helped touch off the Arab Spring in his home of Egypt ... by setting up a simple Facebook page. As he reveals, once the revolution spilled onto the streets, it turned from hopeful to messy, then ugly and heartbreaking. And social media followed suit. What was once a place for crowdsourcing, engaging and sharing became a polarized battleground. Ghonim asks: What can we do about online behavior now? How can we use the Internet and social media to create civility and reasoned argument?",TEDGlobal>Geneva,Let's design social media that drives real change,1728198,814,"['activism', 'big problems', 'collaboration', 'communication', 'computers', 'democracy', 'Egypt', 'entrepreneur', 'government', 'innovation', 'Internet', 'media', 'Middle East', 'politics', 'social media', 'social change', 'society', 'state-building', 'web']",2015-12-08T00:00:00.000+00:00,1452699926
"We've invested so much in police departments as protectors that we have forgotten what it means to serve our communities, says Baltimore Police officer Lt. Colonel Melvin Russell. It's led to coldness and callousness, and it's dehumanized the police force. After taking over as district commander in one of Baltimore's toughest neighborhoods, Russell instituted a series of reforms aimed at winning back the trust of the community and lowering the violent crime rate. ""Law enforcement is in a crisis,"" he says. ""But it's not too late for all of us to build our cities and nation to make it great again.""",TEDxMidAtlantic,"I love being a police officer, but we need reform",1210617,787,"['TEDx', 'big problems', 'community', 'crime', 'faith', 'law', 'peace', 'policy', 'security', 'society', 'violence', 'justice system']",2015-09-25T00:00:00.000+00:00,1452616501
"The things we eat and drink on a daily basis can impact our health in big ways. Too many carbohydrates, for instance, can lead to insulin resistance, which is a major contributor to cardiovascular disease and Type 2 Diabetes. But what are carbs, exactly? And what do they do to our bodies? Richard J. Wood explains. [Directed by Qa'ed Mai, narrated by Addison Anderson].",TED-Ed,How do carbohydrates impact your health?,3892127,295,"['health', 'health care', 'public health', 'healthcare', 'food', 'exercise', 'physiology', 'human body', 'animation', 'biology', 'disease', 'TED-Ed', 'disability', 'obesity']",2016-01-11T00:00:00.000+00:00,1551458240
"Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal.",TEDGlobal>Geneva,This is what happens when you reply to spam email,63683410,588,"['comedy', 'curiosity', 'communication', 'humor', 'technology']",2015-12-08T00:00:00.000+00:00,1603461091
"As the world's climate patterns continue to shift unpredictably, places where drinking water was once abundant may soon find reservoirs dry and groundwater aquifers depleted. In this talk, civil and environmental engineer David Sedlak shares four practical solutions to the ongoing urban water crisis. His goal: to shift our water supply towards new, local sources of water and create a system that is capable of withstanding any of the challenges climate change may throw at us in the coming years.",TEDxMarin,4 ways we can avoid a catastrophic drought,1191224,817,"['TEDx', 'chemistry', 'climate change', 'design', 'engineering', 'environment', 'future', 'global issues', 'industrial design', 'innovation', 'public health', 'sustainability', 'urban planning', 'water', 'population', 'infrastructure']",2015-09-17T00:00:00.000+00:00,1452184818
"Astronomer Aomawa Shields searches for clues that life might exist elsewhere in the universe by examining the atmospheres of distant exoplanets. When she isn't exploring the heavens, the classically trained actor (and TED Fellow) looks for ways to engage young women in the sciences using theater, writing and visual art. ""Maybe one day they'll join the ranks of astronomers who are full of contradictions,"" she says, ""and use their backgrounds to discover, once and for all, that we are truly not alone in the universe.""",TED2015,How we'll find life on other planets,1790038,325,"['TED Fellows', 'astronomy', 'children', 'computers', 'education', 'exploration', 'extraterrestrial life', 'future', 'life', 'Planets', 'space', 'technology', 'universe', 'women', 'art', 'telescopes', 'astrobiology']",2015-03-16T00:00:00.000+00:00,1452098971
"Does collecting more data lead to better decision-making? Competitive, data-savvy companies like Amazon, Google and Netflix have learned that data analysis alone doesn't always produce optimum results. In this talk, data scientist Sebastian Wernicke breaks down what goes wrong when we make decisions based purely on data -- and suggests a brainier way to use it.",TEDxCambridge,How to use data to make a hit TV show,1673830,745,"['TEDx', 'algorithm', 'brain', 'decision-making', 'intelligence', 'media', 'data', 'technology', 'television']",2015-06-18T00:00:00.000+00:00,1452009659
"Why is there something rather than nothing? Why does so much interesting stuff exist in the universe? Particle physicist Harry Cliff works on the Large Hadron Collider at CERN, and he has some potentially bad news for people who seek answers to these questions. Despite the best efforts of scientists (and the help of the biggest machine on the planet), we may never be able to explain all the weird features of nature. Is this the end of physics? Learn more in this fascinating talk about the latest research into the secret structure of the universe.",TEDGlobal>Geneva,Have we reached the end of physics?,2685451,837,"['big bang', 'dark matter', 'complexity', 'exploration', 'future', 'innovation', 'nature', 'physics', 'science', 'space', 'technology', 'universe', 'quantum physics']",2015-12-08T00:00:00.000+00:00,1451923495
"What keeps us happy and healthy as we go through life? If you think it's fame and money, you're not alone – but, according to psychiatrist Robert Waldinger, you're mistaken. As the director of a 75-year-old study on adult development, Waldinger has unprecedented access to data on true happiness and satisfaction. In this talk, he shares three important lessons learned from the study as well as some practical, old-as-the-hills wisdom on how to build a fulfilling, long life.",TEDxBeaconStreet,What makes a good life? Lessons from the longest study on happiness,37902552,766,"['TEDx', 'aging', 'data', 'health', 'humanity', 'life', 'happiness', 'relationships', 'society', 'time', 'work-life balance', 'friendship']",2015-11-14T00:00:00.000+00:00,1450889841
"One could say that snowflakes are simply frozen water — but if you compare a snowflake to an ice cube, you'll notice a big difference. Why are all snowflakes six-sided? Why are none of them exactly the same? And how do we ski on them? Maruša Bradač sheds light on the secret life of snowflakes. [Directed by Lucas Millard & Kate Stryker, narrated by Addison Anderson, music by Seth S. Scott].",TED-Ed,The science of snowflakes,425976,254,"['TED-Ed', 'education', 'animation', 'weather', 'science', 'water']",2015-12-22T00:00:00.000+00:00,1607018979
"For sculptor Jason deCaires Taylor, the ocean is more than a muse -- it's an exhibition space and museum. Taylor creates sculptures of human forms and mundane life on land and sinks them to the ocean floor, where they are subsumed by the sea and transformed from lifeless stone into vibrant habitats for corals, crustaceans and other creatures. The result: Enigmatic, haunting and colorful commentaries about our transient existence, the sacredness of the ocean and its breathtaking power of regeneration.",Mission Blue II,"An underwater art museum, teeming with life",1737260,669,"['mission blue', 'art', 'fish', 'life', 'nature', 'oceans', 'water', 'entertainment', 'design', 'creativity', 'ecology', 'science and art', 'coral reefs']",2015-10-10T00:00:00.000+00:00,1450801981
