talk_name,event_cat,views_x,p_year,mws,fkl,mtld,cnt_i,cnt_we,cnt_you,nip_comps_cnt,nip,nvr,time_period,most_frequent_topic
This scientist makes ears out of apples,TED Main,1336848,2016,16.5,8.4,84.09912201947799,24,32,22,2,0.0047058823529411,1.2771084337349397,3,environment
3 reasons why we can win the fight against poverty,TED Main,1380178,2016,14.0,8.0,95.39778211535574,21,67,22,34,0.0428211586901763,1.7516556291390728,3,environment
A highly scientific taxonomy of haters,TED Main,1467023,2016,16.0,9.8,93.28333333333332,21,30,22,7,0.0144329896907216,1.6927083333333333,3,entertainment
How college loans exploit students for profit,TEDx,1353698,2016,16.0,8.6,98.2648840766278,2,9,30,28,0.03954802259887,1.897058823529412,3,gender equity
"The Chinese zodiac, explained",TED Main,2954930,2016,14.5,8.8,93.86061480556806,3,11,25,11,0.0302197802197802,2.5,3,human feelings
Every piece of art you've ever wanted to see -- up close and searchable,TED Main,1156471,2016,17.0,8.4,81.40179230801948,35,67,82,26,0.0288888888888888,1.2547425474254743,3,human feelings
What's so sexy about math?,TED Main,2103645,2016,17.0,10.5,83.9799022698613,18,31,38,25,0.0254323499491353,2.004149377593361,3,human feelings
"The passing of time, caught in a single photo",TED Main,2064309,2016,16.0,9.0,71.03037463652487,78,23,26,18,0.0238095238095238,1.602189781021898,3,human feelings
An entertainment icon on living a life of meaning,TED Main,1172512,2016,18.0,9.0,63.23730461814601,90,45,83,27,0.0227655986509274,1.485,3,health
"A smarter, more precise way to think about public health",TED Main,1064266,2016,12.0,7.2,72.28079518677646,24,55,12,21,0.0244755244755244,1.6909871244635193,3,posessions
How barbershops can keep men healthy,TED Main,1223212,2016,20.0,10.7,62.0074927454914,3,42,41,20,0.0253807106598984,2.336734693877551,3,posessions
Your words may predict your future mental health,TED Main,3302369,2016,30.0,15.7,57.22480157042362,11,79,12,16,0.0217983651226158,1.5319148936170213,3,human feelings
The beauty of being a misfit,TED Main,3878185,2016,14.5,6.2,59.37013526897615,54,25,65,11,0.0141388174807197,1.4349442379182156,3,health
How free is our freedom of the press?,TED Main,1489107,2016,22.0,11.2,125.85018960128852,1,12,8,5,0.0159744408945686,1.9357798165137612,3,entertainment
The laws that sex workers really want,TEDx,2762471,2016,16.0,9.3,96.68286026200872,20,46,73,19,0.0177570093457943,1.47265625,3,technology
Good news in the fight against pancreatic cancer,TED Main,1431112,2016,18.5,10.3,94.14033701948397,2,23,15,11,0.0303030303030303,1.605263157894737,3,posessions
Can you really tell if a kid is lying?,TED Main,11362289,2016,14.0,7.4,62.04849441318,8,44,50,27,0.0330882352941176,1.75,3,human feelings
An artist's unflinching look at racial violence,TED Main,1215527,2016,24.0,12.6,120.34850798056904,11,8,3,7,0.027027027027027,2.230769230769231,3,environment
This is your brain on communication,TED Main,2979397,2016,19.0,10.3,57.463519018181664,28,78,62,20,0.0224466891133557,1.208762886597938,3,human feelings
Gene editing can now change an entire species -- forever,TED Main,2033282,2016,18.0,8.8,101.52516157084412,6,23,35,29,0.0389261744966442,1.410828025477707,3,environment
This virtual lab will revolutionize science class,TEDx,1446812,2016,23.0,11.9,69.41009237782126,40,41,24,12,0.0174927113702623,1.346774193548387,3,gender equity
A sci-fi vision of love from a 318-year-old hologram,TED Main,1021916,2016,14.0,7.0,74.51132596685082,35,41,25,5,0.0065963060686015,1.0149812734082395,3,human feelings
The dream we haven't dared to dream,TED Main,2062497,2016,16.0,12.0,69.33289197071338,21,40,18,8,0.0111731843575419,1.357487922705314,3,health
"Pirates, nurses and other rebel designers",TED Main,1056484,2016,22.0,13.7,121.42582417582418,7,22,4,4,0.0056818181818181,2.0497512437810945,3,human feelings
How my son's short life made a lasting difference,TED MED,1563014,2016,17.5,8.5,75.5385149201943,47,41,16,18,0.0291734197730956,1.3643410852713178,3,human feelings
How to read the genome and build a human being,TED Main,1944791,2016,11.0,7.2,52.35391559178159,26,90,55,46,0.0495689655172413,1.57,3,human feelings
A provocative way to finance the fight against climate change,TED Institute,1281230,2016,22.0,12.5,90.58264405845053,7,32,4,15,0.0194300518134715,1.7244444444444444,3,environment
Why I put myself in danger to tell the stories of Gaza,TED Main,1124057,2016,15.0,6.6,58.12455263374051,44,18,9,6,0.0115830115830115,1.5517241379310345,3,human feelings
Insightful human portraits made from data,TED Main,1354440,2016,13.0,7.5,66.40105291991753,37,27,57,22,0.0288335517693315,1.79672131147541,3,human feelings
A smart loan for people with no credit history (yet),TED Main,1730762,2016,19.0,9.5,79.11458333333334,3,28,7,17,0.0346232179226069,1.7,3,technology
Hunting for dinosaurs showed me our place in the universe,TED Main,3867648,2016,14.0,8.2,80.85313213846425,6,33,44,36,0.0379346680716543,1.7774193548387096,3,environment
A taboo-free way to talk about periods,TEDx,1787612,2016,19.0,11.3,73.66543768508856,30,31,15,20,0.0298507462686567,1.5,3,health
Wisdom from great writers on every year of life,TED Active,1883030,2016,17.0,9.3,67.54832073452764,19,22,3,9,0.0249307479224376,1.4074074074074074,3,health
The inside story of the Paris climate agreement,TED Main,1404700,2016,21.0,12.8,61.2072236131728,37,78,35,15,0.0168350168350168,1.278810408921933,3,human feelings
The nit-picking glory of The New Yorker's Comma Queen,TED Main,1217188,2016,14.5,9.1,83.52894767407074,18,29,13,8,0.0135823429541595,1.6666666666666667,3,human feelings
The unexpected benefit of celebrating failure,TED Main,2795779,2016,16.0,8.8,79.96153846153845,5,83,23,33,0.0354077253218884,1.3993993993993994,3,environment
Your kids might live on Mars. Here's how they'll survive,TED Main,6860096,2016,19.0,8.8,65.87412137611976,12,76,26,30,0.0290135396518375,1.4603580562659846,3,environment
What does it mean to be a citizen of the world?,TED Main,1877997,2016,17.0,8.7,99.0829961962566,34,75,26,22,0.0216535433070866,1.5390428211586902,3,human feelings
The mind behind Linux,TED Main,5952156,2016,16.0,7.7,54.53054165554495,120,42,97,33,0.0255813953488372,1.0657894736842106,3,human feelings
How megacities are changing the map of the world,TED Main,1235623,2016,17.0,11.9,88.25610442491967,11,52,9,36,0.0291734197730956,2.643086816720257,3,environment
How a start-up in the White House is changing business as usual,TED Main,1081239,2016,18.5,10.8,73.05226909048972,15,70,23,40,0.0437158469945355,1.7014925373134329,3,human feelings
The surprising habits of original thinkers,TED Main,18085838,2016,14.0,7.6,96.63690656134408,47,36,74,30,0.0324324324324324,1.0921658986175116,3,human feelings
Two reasons companies fail -- and how to avoid them,TED Institute,2183227,2016,12.0,6.5,68.81789288374,23,53,10,13,0.0203761755485893,1.188073394495413,3,human feelings
How humans could evolve to survive in space,TEDx,1788444,2016,23.0,11.6,97.85547429782724,5,67,12,6,0.0077821011673151,1.6259541984732824,3,environment
Why gun violence can't be our new normal,TED Main,1326016,2016,16.0,9.6,76.21554725711951,16,36,21,27,0.0330073349633251,1.627062706270627,3,human feelings
The beauty of human skin in every color,TED Main,2686764,2016,17.5,9.2,76.30768905191874,31,12,9,11,0.0160116448326055,2.0738255033557045,3,human feelings
A futuristic vision of the age of holograms,TED Main,3825688,2016,15.0,8.3,72.00195720257713,40,87,58,31,0.0270742358078602,1.5792349726775956,3,economy
How young Africans found a voice on Twitter,TED Main,1095591,2016,18.0,10.4,86.3937325657309,46,68,34,16,0.0185614849187935,1.5789473684210529,3,human feelings
How to get back to work after a career break,TEDx,3577540,2016,19.0,10.5,77.31665502613714,38,28,27,14,0.0194174757281553,1.7709923664122138,3,technology
A prosecutor's vision for a better justice system,TED Main,2497836,2020,19.0,10.3,74.38577943615257,55,71,45,26,0.0271682340647857,1.6194444444444445,4,entertainment
A glimpse of the future through an augmented reality headset,TED Main,1801150,2016,19.0,10.4,78.05548938167519,31,56,37,18,0.0275229357798165,1.3185185185185184,3,human feelings
A conservative's plea,TED Main,1324118,2016,8.5,6.5,56.78904583645647,66,62,43,28,0.0327868852459016,1.3374233128834356,3,human feelings
The reporting system that sexual assault survivors want,TED Main,1522189,2016,21.0,12.6,83.60974590039642,0,16,11,19,0.0529247910863509,1.283687943262411,3,entertainment
Inside the mind of a master procrastinator,TED Main,49876247,2016,16.0,9.2,71.8662520959965,46,53,34,15,0.0177935943060498,1.405970149253731,3,human feelings
How Airbnb designs for trust,TED Main,2694918,2016,13.0,6.5,95.77323955974563,34,61,60,18,0.0189274447949526,1.2698863636363635,3,human feelings
The gospel of doubt,TED Main,2205483,2016,21.0,11.9,60.996748241407886,84,70,14,13,0.0118289353958143,1.3382716049382717,3,human feelings
This country isn't just carbon neutral -- it's carbon negative,TED Main,4689310,2016,15.0,9.2,56.363461538461536,10,94,19,23,0.0202821869488536,1.734006734006734,3,environment
Simple hacks for life with Parkinson's,TEDx,1067876,2016,17.0,8.1,81.7096761637864,19,19,7,7,0.0167865707434052,0.9942196531791908,3,human feelings
The secrets I find on the mysterious ocean floor,TEDx,1810106,2016,13.0,6.9,68.07765151515152,10,82,44,25,0.0367107195301027,1.5115511551155116,3,environment
"Teach girls bravery, not perfection",TED Main,5526022,2016,19.0,9.8,66.2663204045691,37,47,33,21,0.0276679841897233,1.197452229299363,3,technology
Uber's plan to get more people into fewer cars,TED Main,1913967,2016,20.0,9.1,62.86226387492859,33,128,83,44,0.0379965457685664,1.3978021978021975,3,environment
Our refugee system is failing. Here's how we can fix it,TED Main,998429,2016,20.0,11.1,79.03154549596098,16,74,16,38,0.0348943985307621,1.8381962864721488,3,technology
What really happens when you mix medications?,TED MED,1809395,2016,12.0,8.1,69.61932136694163,34,99,50,71,0.0805902383654937,1.4306930693069306,3,gender equity
How yarn bombing grew into a worldwide movement,TED-Ed Weekend,1467784,2016,15.0,8.7,50.52072674174781,50,21,14,1,0.003030303030303,1.0636942675159236,3,human feelings
Why your doctor should care about social justice,TED MED,1254635,2016,19.5,12.3,96.14889705882354,35,38,6,18,0.0217129071170084,2.183673469387755,3,posessions
How to make a profit while making a difference,TED Institute,1925083,2016,19.0,11.0,71.34800447995865,13,54,37,17,0.0225464190981432,1.5849673202614378,3,human feelings
What it's like to be Muslim in America,TED Main,7537474,2016,13.0,7.6,80.19054535413503,40,58,46,18,0.0184426229508196,1.3839009287925697,3,human feelings
The case for optimism on climate change,TED Main,2202666,2016,15.5,8.1,76.77907025654557,22,86,31,79,0.0519736842105263,2.158482142857143,3,environment
Meet the dazzling flying machines of the future,TED Main,9530276,2016,19.0,11.4,98.02109969207672,1,19,10,13,0.018705035971223,1.577922077922078,3,human feelings
What the discovery of gravitational waves means,TED Main,2768170,2016,21.0,10.3,66.76744888764804,8,31,17,23,0.0349544072948328,1.9690721649484535,3,human feelings
My year of saying yes to everything,TED Main,5073280,2016,8.0,5.2,33.25968382792499,145,18,60,39,0.0346975088967971,1.273469387755102,3,gender equity
10 ways to have a better conversation,TEDx,23812808,2016,13.0,7.8,72.64578103273826,31,41,85,24,0.034090909090909,0.913279132791328,3,human feelings
The brain may be able to repair itself -- with help,TED Global,3291068,2016,14.0,8.2,60.25636723844113,10,50,32,9,0.0129682997118155,1.5315315315315314,3,human feelings
The problem with race-based medicine,TED MED,1379006,2016,21.0,13.5,99.48664823208262,14,20,11,7,0.0079908675799086,2.089622641509434,3,posessions
How I'm discovering the secrets of ancient texts,TEDx,851167,2016,26.0,12.9,90.1150527963251,20,29,5,16,0.0220082530949105,2.2142857142857144,3,human feelings
Shape-shifting tech will change work as we know it,TEDx,1575661,2016,22.0,12.3,69.45352323108789,8,58,41,10,0.0177935943060498,1.165991902834008,3,economy
Economic growth has stalled. Let's fix it,TED Global,1632023,2016,30.0,17.4,75.61463219116473,14,56,20,18,0.0213270142180094,1.631578947368421,3,human feelings
Special Olympics let me be myself -- a champion,TEDx,1184104,2016,17.5,11.0,77.32696021864845,24,20,20,17,0.0199530516431924,2.0157068062827226,3,gender equity
How we'll fight the next deadly virus,TED Women,1608389,2016,18.0,10.0,56.49471390662991,11,85,8,24,0.0415944540727903,1.2573529411764706,3,human feelings
A simple way to break a bad habit,TED MED,16643344,2016,20.0,10.5,81.48231263315209,4,66,21,11,0.0195035460992907,0.9513888888888888,3,human feelings
The boiling river of the Amazon,TED Global,2224813,2016,13.0,8.5,73.76330054043558,20,44,26,18,0.0189673340358271,1.7121212121212122,3,environment
A delightful way to teach kids about computers,TEDx,2102896,2016,16.5,9.0,54.91591866716147,40,44,17,5,0.0075414781297134,1.57421875,3,economy
Our campaign to ban plastic bags in Bali,TED Global,1714914,2016,21.0,9.7,70.28118993622016,2,93,17,29,0.0439393939393939,1.7063829787234042,3,gender equity
A robot that runs and swims like a salamander,TED Global,2065162,2016,20.0,10.8,67.40320512820513,8,66,49,16,0.0188235294117647,1.8053892215568863,3,human feelings
Should you be able to patent a human gene?,TEDx,1151134,2016,19.0,10.9,77.86193131787496,26,69,21,31,0.0285714285714285,1.8337801608579087,3,entertainment
Capitalism will eat democracy -- unless we speak up,TED Global,3204643,2016,23.0,16.3,79.66036320568497,18,74,41,10,0.0083963056255247,1.8067226890756305,3,human feelings
The unheard story of the Sistine Chapel,TED Global,1802223,2016,18.0,9.4,79.32520871579626,11,35,41,22,0.0208926875593542,2.0828402366863905,3,human feelings
How I turned a deadly plant into a thriving business,TED Women,1874350,2016,14.0,8.5,58.0822725996767,22,23,16,8,0.0183066361556064,1.884057971014493,3,health
How we can make crops survive without water,TED Global,1616472,2016,20.0,10.4,70.43118375295751,14,49,24,15,0.0179425837320574,1.830564784053156,3,environment
The mysterious world of underwater caves,TED-Ed Weekend,1966772,2016,18.5,10.1,94.82678744742802,13,26,10,8,0.0195599022004889,1.875,3,environment
Why great architecture should tell a story,TED Global,2674495,2016,23.0,13.8,63.8136287838617,14,65,26,20,0.0202839756592292,2.0,3,human feelings
Let's design social media that drives real change,TED Global,1728198,2016,16.0,9.2,98.43483364901206,41,52,12,23,0.0282555282555282,1.4028268551236749,3,entertainment
"I love being a police officer, but we need reform",TEDx,1210617,2016,14.0,7.7,39.50815837423067,73,112,30,11,0.013977128335451,1.029023746701847,3,entertainment
This is what happens when you reply to spam email,TED Global,63683410,2020,13.0,7.3,69.60947893328692,46,23,36,11,0.0187074829931972,1.15695067264574,4,gender equity
4 ways we can avoid a catastrophic drought,TEDx,1191224,2016,32.0,14.7,62.21528492948524,9,68,31,28,0.0342717258261933,1.831831831831832,3,environment
How we'll find life on other planets,TED Main,1790038,2016,15.0,9.2,90.62615313653136,7,9,2,5,0.0153846153846153,2.1666666666666665,3,human feelings
How to use data to make a hit TV show,TEDx,1673830,2016,24.5,11.7,66.58125,14,22,52,31,0.0416107382550335,1.662162162162162,3,human feelings
Have we reached the end of physics?,TED Global,2685451,2016,21.5,11.3,83.09710912177806,9,84,29,34,0.040621266427718,1.9166666666666667,3,human feelings
What makes a good life? Lessons from the longest study on happiness,TEDx,37902552,2015,21.0,10.2,67.49137417218543,1,73,22,18,0.0234986945169712,1.523404255319149,3,human feelings
Governments don't understand cyber warfare. We need hackers,TED Global,1427542,2015,21.0,12.4,97.24417122744802,4,35,8,8,0.0140845070422535,2.023809523809524,3,entertainment
Refugees have the right to be protected,TED Global,1211281,2015,21.0,12.6,64.45162133891213,38,65,55,48,0.0402010050251256,1.714942528735632,3,human feelings
A hilarious celebration of lifelong female friendship,TED Women,4118629,2015,18.0,9.7,56.611982484921846,62,101,71,8,0.0084745762711864,1.1674757281553398,3,health
What happens when a city runs out of room for its dead,TEDx,1549509,2015,25.0,10.4,62.04395192418814,16,20,41,14,0.0264650283553875,1.4212962962962965,3,human feelings
Let's not use Mars as a backup planet,TED Main,2340979,2015,28.0,14.4,93.4950464638265,6,24,9,6,0.0171428571428571,1.9391304347826088,3,human feelings
A beatboxing lesson from a father-daughter duo,TED-Ed Weekend,4749324,2015,10.5,5.6,34.75902184235518,5,17,27,2,0.004750593824228,1.091743119266055,3,gender equity
How germs travel on planes -- and how we can stop them,TED-Ed Weekend,1912148,2015,24.0,11.3,83.56311338342974,15,33,17,15,0.0386597938144329,1.3987730061349692,3,environment
Forget shopping. Soon you'll download your new clothes,TED-Ed Weekend,1888075,2015,20.0,10.0,69.3404929875756,53,21,18,10,0.0263157894736842,1.3269230769230769,3,environment
The exhilarating peace of freediving,TEDx,1119141,2015,13.0,5.6,61.88227457579582,72,32,94,67,0.0582608695652173,1.186936936936937,3,human feelings
How new technology helps blind people explore the world,TED Institute,1441092,2015,14.0,8.7,85.6228121112334,36,18,21,12,0.0210896309314587,1.4156626506024097,3,environment
The US needs paid family leave -- for the sake of its future,TEDx,1556589,2015,16.0,8.7,79.54545454545455,55,65,28,39,0.0412698412698412,1.3496332518337408,3,human feelings
"An art made of trust, vulnerability and connection",TED Main,3222893,2015,15.0,6.5,41.79691090688373,39,25,115,10,0.010515247108307,1.2714285714285714,3,human feelings
My year reading a book from every country in the world,TED Global,1775680,2015,24.5,10.9,93.12023782350192,57,22,15,12,0.0165975103734439,1.522222222222222,3,health
The future of news? Virtual reality,TED Women,1320482,2015,20.0,9.6,80.01336754867205,30,39,33,4,0.0070546737213403,1.2448132780082988,3,human feelings
Why sneakers are a great investment,TED Institute,2256969,2015,14.0,7.7,92.31894936588397,22,28,25,34,0.0478199718706047,2.081818181818182,3,technology
The chilling aftershock of a brush with death,TEDx,872992,2015,11.0,6.0,65.99272999090454,56,60,43,18,0.0193548387096774,1.0,3,human feelings
The moral bias behind your search results,TEDx,1602042,2015,14.0,7.9,56.41135440296307,15,38,42,20,0.03584229390681,1.6157635467980296,3,human feelings
This is what LGBT life is like around the world,TED Women,2644674,2015,16.5,8.9,92.18948538667328,37,65,7,22,0.0309859154929577,1.8114754098360653,3,health
Forget Wi-Fi. Meet the new Li-Fi Internet,TED Global,2817290,2015,18.0,9.8,54.98727834048118,14,24,9,10,0.0225225225225225,1.6330935251798562,3,environment
A boat carrying 500 refugees sunk at sea. The story of two survivors,TEDx,1740276,2015,14.0,6.7,68.74037147457761,14,56,14,28,0.0242424242424242,1.4702702702702704,3,human feelings
How data from a crisis text line is saving lives,TED Women,1006513,2015,15.0,7.0,70.44880039791678,18,46,31,26,0.0449050086355785,1.655,3,human feelings
How to stay calm when you know you'll be stressed,TED Global,17274161,2015,18.0,9.4,65.612914491662,49,19,81,27,0.0364864864864864,1.3948126801152738,3,human feelings
Art that lets you talk back to NSA spies,TED Global,1000534,2015,16.0,11.0,77.83143685300206,3,58,18,5,0.0064432989690721,2.145374449339207,3,technology
"Deep under the Earth's surface, discovering beauty and science",TED Global,1586632,2015,21.0,11.7,63.09405785450896,13,61,35,19,0.0216647662485746,2.1048387096774195,3,technology
An Internet without screens might look like this,TEDx,1738329,2015,13.0,9.3,83.54803544603851,15,37,37,0,0.0,1.5426829268292683,3,human feelings
How CRISPR lets us edit our DNA,TED Global,3394614,2015,32.0,16.5,76.88069186857177,20,56,22,3,0.0031479538300104,1.6627565982404693,3,environment
Two nameless bodies washed up on the beach. Here are their stories,TED Global,1333858,2015,17.0,7.6,72.83971663446604,13,69,40,33,0.0374574347332576,1.4854111405835544,3,human feelings
Why medicine often has dangerous side effects for women,TEDx,1683281,2015,16.0,9.3,81.69227828746176,9,60,17,11,0.0118406889128094,1.8143939393939397,3,posessions
The future of flying robots,TEDx,1958100,2015,18.0,10.6,72.93048612341073,6,42,47,35,0.044359949302915,1.5824175824175823,3,environment
How we can make the world a better place by 2030,TED Global,2144321,2015,15.0,8.1,64.68541538984756,5,99,12,31,0.0352673492605233,1.6269592476489028,3,human feelings
You can grow new brain cells. Here's how,TED Institute,9572622,2015,18.5,11.0,67.07943649733822,11,52,39,8,0.0120481927710843,1.5740740740740742,3,human feelings
Design at the intersection of technology and biology,TED Main,2639173,2015,17.0,10.0,93.00118334550766,8,85,11,56,0.053030303030303,1.89589905362776,3,environment
"Soon we'll cure diseases with a cell, not a pill",TED Main,1629921,2015,14.0,9.5,61.184893598527054,13,75,75,23,0.0218009478672985,1.6405405405405404,3,posessions
Climate change is happening. Here's how we adapt,TED Global,1307221,2015,20.5,10.6,76.50788008377327,6,83,12,32,0.0370799536500579,1.725752508361204,3,environment
Why some of us don't have one true calling,TEDx,7723554,2015,15.5,9.1,67.08968533841661,35,35,76,21,0.0281501340482573,1.082191780821918,3,human feelings
How my mind came back to life — and no one knew,TEDx,2586297,2015,12.5,7.1,89.74673042045288,109,32,15,9,0.0106132075471698,0.8972972972972973,3,human feelings
Stunning photos of the endangered Everglades,TEDx,1301107,2015,15.0,9.6,62.25318598563679,58,91,31,29,0.0251082251082251,1.3776371308016877,3,environment
"Don't ask where I'm from, ask where I'm a local",TED Global,3199984,2015,13.0,9.2,79.28308121247743,46,50,37,18,0.0181634712411705,1.856687898089172,3,technology
Alzheimer's is not normal aging — and we can cure it,TED Institute,2470642,2015,15.5,7.8,84.33861046920916,1,30,14,10,0.0211416490486257,1.638036809815951,3,human feelings
4 powerful poems about Parkinson's and growing older,TED Women,1092074,2015,19.0,11.1,135.58938588872428,18,13,32,2,0.00278940027894,1.51131221719457,3,human feelings
Why climate change is a threat to human rights,TED Women,1485425,2015,23.0,11.4,52.80921783085192,39,73,7,34,0.0260137719969395,1.8319783197831976,3,environment
Why public beheadings get millions of views,TED Global,1232362,2015,19.5,10.0,75.75715698735334,7,68,15,26,0.0271682340647857,1.69281045751634,3,human feelings
How I stopped the Taliban from shutting down my school,TED Women,1579878,2015,9.0,4.3,40.52283765397057,120,85,82,21,0.0205278592375366,0.9426048565121412,3,human feelings
How to find work you love,TEDx,7016833,2015,16.0,8.1,67.50295349650852,91,78,128,53,0.049671977507029,0.956989247311828,3,gender equity
Falling in love is the easy part,TEDx,4158075,2015,21.5,12.1,65.67899022801302,93,32,38,26,0.0312124849939975,1.094224924012158,3,health
Why gender equality is good for everyone — men included,TED Women,2384494,2015,13.0,8.7,43.02561726673982,50,59,37,22,0.022964509394572,1.5354107648725213,3,health
The story we tell about poverty isn't true,TED Women,1948084,2015,17.0,8.7,75.7402751327557,17,51,19,14,0.0152838427947598,1.6596385542168677,3,health
How fear drives American politics,TED Main,1312145,2015,15.0,8.6,51.706634789892505,15,110,37,19,0.0175925925925925,1.6422764227642277,3,entertainment
This tennis icon paved the way for women in sports,TED Women,1057131,2015,13.0,7.8,65.4464274087614,72,47,78,32,0.033160621761658,1.0956719817767653,3,human feelings
What really matters at the end of life,TED Main,12534872,2015,16.0,8.6,116.88502500703872,32,78,14,15,0.013077593722755,1.4553314121037464,3,human feelings
The way we think about work is broken,TED Main,3486895,2015,22.0,11.7,45.30948792950237,9,32,29,2,0.0041493775933609,1.3743016759776536,3,human feelings
I leapt from the stratosphere. Here's how I did it,TED Main,1693669,2015,14.0,7.7,52.25008043385594,51,30,46,38,0.0437788018433179,1.2804054054054057,3,environment
The mathematician who cracked Wall Street,TED Main,3430906,2015,12.0,7.1,68.91638709174714,68,86,93,47,0.0339840925524222,1.4600389863547758,3,human feelings
How the mysterious dark net is going mainstream,TED Global,5689153,2015,17.0,10.9,79.90219524581568,19,20,56,25,0.0292397660818713,1.556818181818182,3,technology
An invitation to men who want a better world for women,TED Women,1457226,2015,20.0,10.7,76.88997520829275,24,37,7,21,0.0276679841897233,2.0174418604651163,3,health
This telescope might show us the beginning of the universe,TED Global,1480244,2015,16.0,8.5,49.18333555126712,13,76,21,53,0.056503198294243,1.7804054054054057,3,human feelings
How too many rules at work keep you from getting things done,TED Institute,2202008,2015,11.5,7.7,48.59656809661183,6,44,37,28,0.0280561122244488,1.7603305785123966,3,human feelings
These robots come to the rescue after a disaster,TED Women,1165042,2015,14.5,8.3,58.21294344924482,2,32,26,8,0.0148423005565862,1.5492957746478873,3,environment
The troubling reason why vaccines are made too late ... if they're made at all,TED Main,1134869,2015,17.0,10.5,85.04088816735789,0,42,3,5,0.011441647597254,1.420289855072464,3,posessions
How quantum biology might explain life's biggest questions,TED Global,2452236,2015,17.0,10.2,71.04429521597464,10,41,24,32,0.0330237358101135,1.9522292993630568,3,entertainment
A journey through the mind of an artist,TED Institute,2291238,2015,13.0,6.4,60.90575479566306,45,22,28,17,0.0376106194690265,1.7584269662921348,3,human feelings
How to avoid surveillance ... with the phone in your pocket,TED Main,2340463,2015,21.0,12.4,62.75851581508516,8,13,26,4,0.0106382978723404,1.8888888888888888,3,entertainment
A visual history of human knowledge,TED Main,1973049,2015,22.0,11.7,75.13221923882321,6,53,33,14,0.0182054616384915,2.4401913875598087,3,human feelings
How I learned to communicate my inner life with Asperger's,TED Women,2017403,2015,19.0,11.2,91.29480610809723,48,11,19,8,0.0127795527156549,1.519417475728155,3,human feelings
Could we cure HIV with lasers?,TED Main,1291778,2015,17.0,10.4,72.82750250438085,1,17,9,4,0.0150943396226415,1.9859154929577465,3,posessions
A secret memorial for civilian casualties,TED Main,872087,2015,20.0,10.6,71.88726504314931,16,21,19,4,0.0096385542168674,1.875,3,human feelings
My road trip through the whitest towns in America,TED Women,2779883,2015,17.0,9.1,81.59635706084256,52,25,12,20,0.0256081946222791,2.361581920903955,3,technology
The surprising way groups like ISIS stay in power,TED Main,2243260,2015,15.0,9.1,82.90667369536489,2,27,3,3,0.0088757396449704,1.6829268292682926,3,human feelings
What explains the rise of humans?,TED Global,7359401,2015,15.0,9.9,59.78359925404061,22,47,61,18,0.0175097276264591,1.8571428571428568,3,health
Street art with a message of hope and peace,TED Main,1634773,2015,25.5,10.7,60.34059662775616,36,6,21,3,0.0088495575221238,1.3407407407407408,3,human feelings
The nerd's guide to learning everything online,TEDx,4717965,2015,19.0,10.9,66.23499019361638,88,48,75,22,0.0201834862385321,1.7167381974248928,3,human feelings
What my religion really says about women,TED Women,4543240,2015,16.0,10.5,82.25663127945262,42,51,39,13,0.0177353342428376,1.4912280701754386,3,health
When online shaming goes too far,TED Global,4247890,2015,15.0,9.8,85.96049553256682,37,111,49,21,0.020368574199806,1.336048879837067,3,health
What we learn from insects' sex lives,TED Women,1574035,2015,16.0,7.2,88.66539292047318,19,29,18,11,0.0153203342618384,1.4054054054054057,3,human feelings
What happened when I open-sourced my brain cancer,TED MED,1189356,2015,15.5,9.7,56.62828018138566,48,24,32,5,0.0076687116564417,1.5144508670520231,3,posessions
This is what enduring love looks like,TED Main,2350208,2015,16.5,8.0,73.89195819814736,47,28,11,12,0.0194174757281553,1.424489795918367,3,health
A better way to talk about abortion,TED Women,1856803,2015,13.5,6.8,63.833034582062645,31,37,28,9,0.0136778115501519,1.3558558558558558,3,health
Human trafficking is all around you. This is how it works,TED Main,2093662,2015,17.0,8.9,78.38884018584213,73,75,33,23,0.0203359858532272,1.394919168591224,3,technology
When to take a stand -- and when to let it go,TEDx,1673794,2015,17.0,8.4,54.46362139761954,67,57,34,33,0.0352941176470588,1.4029850746268655,3,health
Everything you think you know about addiction is wrong,TED Global,17320666,2015,17.0,9.7,63.37753609936374,69,85,90,22,0.0249433106575963,1.0689013035381751,3,human feelings
A warrior’s cry against child marriage,TED Women,1399809,2015,13.0,6.9,52.40276569289303,41,42,28,14,0.0184696569920844,1.1341991341991342,3,health
The math behind basketball's wildest moves,TED Main,2783404,2015,14.0,7.2,54.37621749848425,13,67,16,25,0.0343406593406593,1.2965299684542586,3,environment
Meet the women fighting on the front lines of an American war,TED Women,1192834,2015,19.5,10.9,71.13357142857143,3,37,22,16,0.0233576642335766,1.5161290322580645,3,human feelings
Why I believe the mistreatment of women is the number one human rights abuse,TED Women,1710110,2015,24.0,13.8,64.12721846742977,34,42,15,48,0.0481927710843373,2.122516556291391,3,technology
The surprising thing I learned sailing solo around the world,TED Main,2107916,2015,15.0,8.2,70.77745066293483,75,102,36,44,0.0436941410129096,1.5118110236220472,3,environment
How a driverless car sees the road,TED Main,2622946,2015,19.0,8.5,69.58124665339875,14,101,48,33,0.0355220667384284,1.1394891944990178,3,environment
The art of first impressions -- in design and life,TED Salon,2056513,2015,16.0,9.0,46.542649727767696,60,35,40,19,0.0167106420404573,1.4742857142857142,3,human feelings
